Hillnumber,Arearef,Alt_Area,AreaLinkID
3969,M01C      ,False,219
3970,M01C      ,False,220
3971,M01C      ,False,221
2563,NE07      ,False,222
2564,NE06      ,False,223
2565,NE07      ,False,224
2566,NE06      ,False,225
2567,NE07      ,False,226
2568,NE07      ,False,227
2569,NE07      ,False,228
2570,NE06      ,False,229
2571,NE06      ,False,230
2572,NE07      ,False,231
2573,NE06      ,False,232
2574,NE07      ,False,233
2575,NE07      ,False,234
2576,NE07      ,False,235
2577,NE07      ,False,236
2578,NE06      ,False,237
2579,NE07      ,False,238
2580,NE07      ,False,239
2581,NE07      ,False,240
2582,NE07      ,False,241
2583,NE06      ,False,242
2584,NE07      ,False,243
2585,NE07      ,False,244
2586,NE07      ,False,245
2587,NE07      ,False,246
2588,NE07      ,False,247
2589,NE06      ,False,248
2590,NE07      ,False,249
2591,NE07      ,False,250
2592,NE07      ,False,251
2593,NE07      ,False,252
2594,NE07      ,False,253
2595,NE07      ,False,254
2596,NE06      ,False,255
2597,NE07      ,False,256
2598,NE06      ,False,257
2599,NE07      ,False,258
2600,NE07      ,False,259
2601,NE06      ,False,260
2602,NE07      ,False,261
2603,NE07      ,False,262
2604,NE07      ,False,263
2605,NE07      ,False,264
2606,NE07      ,False,265
2607,NE07      ,False,266
2608,NE07      ,False,267
2609,NE07      ,False,268
2610,NE06      ,False,269
2611,NE06      ,False,270
2612,NE06      ,False,271
2613,NE07      ,False,272
2614,NE06      ,False,273
2615,NE07      ,False,274
2616,NE07      ,False,275
2617,NE07      ,False,276
2618,NE07      ,False,277
2619,NE07      ,False,278
2620,NE07      ,False,279
2621,NE07      ,False,280
2622,NE07      ,False,281
2623,NE07      ,False,282
2624,NE07      ,False,283
2625,NE07      ,False,284
2626,NE07      ,False,285
2627,NE04      ,False,286
2628,NE07      ,False,287
2629,NE07      ,False,288
2630,NE07      ,False,289
2631,NE07      ,False,290
2632,NE07      ,False,291
2633,NE05      ,False,292
2634,C30       ,False,293
2634,NE05      ,False,294
2635,NE05      ,False,295
2636,NE05      ,False,296
2637,NE05      ,False,297
2638,NE05      ,False,298
2639,NE05      ,False,299
2640,NE05      ,False,300
2641,NE05      ,False,301
2642,NE05      ,False,302
2643,NE05      ,False,303
2644,NE05      ,False,304
2645,NE05      ,False,305
2646,NE05      ,False,306
2647,NE05      ,False,307
2648,NE05      ,False,308
2649,NE05      ,False,309
2650,NE05      ,False,310
2651,NE05      ,False,311
2652,NE05      ,False,312
2653,NE05      ,False,313
2654,NE05      ,False,314
2655,NE05      ,False,315
2656,NE05      ,False,316
2657,NE05      ,False,317
2658,NE05      ,False,318
2659,NE05      ,False,319
3972,M01C      ,False,320
3973,M01C      ,False,321
3974,M01C      ,False,322
3975,M01C      ,False,323
3976,M01C      ,False,324
3977,M01D      ,False,325
3978,M01D      ,False,326
3979,M01D      ,False,327
3980,M01D      ,False,328
3981,M01D      ,False,329
3982,M01D      ,False,330
3983,M01D      ,False,331
3984,M01E      ,False,332
3985,M01E      ,False,333
3986,M01E      ,False,334
3987,M01E      ,False,335
3988,M01E      ,False,336
3989,M01E      ,False,337
3990,M01E      ,False,338
3991,M02A      ,False,339
3992,M02A      ,False,340
3993,M02A      ,False,341
3994,M02A      ,False,342
3995,M02A      ,False,343
3996,M02A      ,False,344
3997,M02A      ,False,345
3998,M02A      ,False,346
3999,M02A      ,False,347
4000,M02A      ,False,348
4001,M02A      ,False,349
4002,M02A      ,False,350
4003,M02A      ,False,351
4004,M02A      ,False,352
4005,M02A      ,False,353
4006,M02A      ,False,354
4007,M02A      ,False,355
4008,M02B      ,False,356
4009,M02B      ,False,357
4010,M02B      ,False,358
4011,M02B      ,False,359
4012,M02B      ,False,360
4013,M02B      ,False,361
4014,M03A      ,False,362
4015,M03A      ,False,363
4016,M03A      ,False,364
4017,M03A      ,False,365
4018,M03A      ,False,366
4019,M03B      ,False,367
4020,M03B      ,False,368
4021,M03B      ,False,369
4022,M03B      ,False,370
4023,M03B      ,False,371
4024,M03B      ,False,372
4025,M03B      ,False,373
4026,M03B      ,False,374
4027,M03B      ,False,375
4028,M03B      ,False,376
4029,M03C      ,False,377
4030,M03C      ,False,378
4031,M03C      ,False,379
4032,M03C      ,False,380
1884,D07       ,False,381
1885,D07       ,False,382
1889,D07       ,False,383
1894,D07       ,False,384
1898,D07       ,False,385
1900,D07       ,False,386
1904,D07       ,False,387
1905,D07       ,False,388
1907,D07       ,False,389
1908,D07       ,False,390
1830,D05       ,False,391
1831,D05       ,False,392
1833,D05       ,False,393
1834,D05       ,False,394
1845,D05       ,False,395
1847,D05       ,False,396
1850,D05       ,False,397
1851,D05       ,False,398
1856,D05       ,False,399
1857,D05       ,False,400
1861,D05       ,False,401
1867,D05       ,False,402
1877,D05       ,False,403
1879,D05       ,False,404
1882,D05       ,False,405
1887,D05       ,False,406
1890,D05       ,False,407
1891,D05       ,False,408
1893,D05       ,False,409
1896,D05       ,False,410
1899,D05       ,False,411
1903,D05       ,False,412
1832,D06       ,False,413
1835,D06       ,False,414
1836,D06       ,False,415
1837,D06       ,False,416
1838,D06       ,False,417
1839,D06       ,False,418
1841,D06       ,False,419
1842,D06       ,False,420
1844,D06       ,False,421
1848,D06       ,False,422
1849,D06       ,False,423
1852,D06       ,False,424
1853,D06       ,False,425
1854,D06       ,False,426
1855,D06       ,False,427
1860,D06       ,False,428
1868,D06       ,False,429
1872,D06       ,False,430
1874,D06       ,False,431
1883,D06       ,False,432
1895,D06       ,False,433
1846,D11       ,False,434
1906,D11       ,False,435
2308,D11       ,True,436
4033,M03C      ,False,437
4034,M03C      ,False,438
4035,M03C      ,False,439
4036,M03C      ,False,440
4037,M03C      ,False,441
4038,M03C      ,False,442
4039,M04A      ,False,443
4040,M04A      ,False,444
4041,M04A      ,False,445
4042,M04A      ,False,446
4043,M04A      ,False,447
4044,M04A      ,False,448
4045,M04A      ,False,449
4046,M04B      ,False,450
4047,M04B      ,False,451
4048,M04B      ,False,452
4049,M04B      ,False,453
4050,M04B      ,False,454
4051,M05A      ,False,455
4052,M05A      ,False,456
4053,M05A      ,False,457
4054,M05A      ,False,458
4055,M05A      ,False,459
4056,M05B      ,False,460
4057,M05A      ,False,461
4058,M05B      ,False,462
4059,M05A      ,False,463
4060,M06A      ,False,464
4061,M06A      ,False,465
4062,M06A      ,False,466
4063,M06A      ,False,467
4064,M06A      ,False,468
4065,M06A      ,False,469
4066,M06A      ,False,470
4067,M06A      ,False,471
4068,M06A      ,False,472
4069,M06A      ,False,473
4070,M06A      ,False,474
4071,M06A      ,False,475
4072,M06A      ,False,476
4073,M06A      ,False,477
4074,M06A      ,False,478
4075,M06A      ,False,479
4076,M06A      ,False,480
4077,M06A      ,False,481
4078,M06A      ,False,482
4079,M06A      ,False,483
4080,M06B      ,False,484
4081,M06B      ,False,485
4082,M06B      ,False,486
4083,M06B      ,False,487
4084,M06B      ,False,488
4085,M06B      ,False,489
4086,M06B      ,False,490
4087,M06B      ,False,491
4088,M06B      ,False,492
4089,M06B      ,False,493
3663,M02B      ,False,494
3664,M03A      ,False,495
3665,M03B      ,False,496
3666,M03B      ,False,497
3667,M06A      ,False,498
3668,M06A      ,False,499
3669,M06A      ,False,500
3670,M07A      ,False,501
3671,M08B      ,False,502
3900,M01A      ,False,503
3901,M01A      ,False,504
3902,M01A      ,False,505
3903,M01A      ,False,506
3904,M01A      ,False,507
3905,M01A      ,False,508
3906,M01A      ,False,509
3907,M01A      ,False,510
3908,M01A      ,False,511
3909,M01A      ,False,512
3910,M01A      ,False,513
3911,M01A      ,False,514
3912,M01A      ,False,515
3913,M01A      ,False,516
3914,M01A      ,False,517
3915,M01A      ,False,518
3916,M01A      ,False,519
3917,M01A      ,False,520
3918,M01A      ,False,521
3919,M01A      ,False,522
3920,M01A      ,False,523
3921,M01A      ,False,524
3922,M01A      ,False,525
3923,M01A      ,False,526
3924,M01A      ,False,527
3925,M01A      ,False,528
3926,M01A      ,False,529
3927,M01A      ,False,530
3928,M01A      ,False,531
3929,M01A      ,False,532
3930,M01B      ,False,533
3931,M01B      ,False,534
3932,M01B      ,False,535
3933,M01B      ,False,536
3934,M01B      ,False,537
3935,M01B      ,False,538
3936,M01B      ,False,539
3937,M01B      ,False,540
3938,M01B      ,False,541
3939,M01B      ,False,542
3940,M01B      ,False,543
3941,M01B      ,False,544
4090,M06B      ,False,545
4091,M06B      ,False,546
4092,M06B      ,False,547
4093,M06B      ,False,548
4094,M06B      ,False,549
4095,M06B      ,False,550
4096,M06B      ,False,551
4097,M06B      ,False,552
4098,M06B      ,False,553
4099,M06B      ,False,554
4100,M06B      ,False,555
4101,M06B      ,False,556
4102,M06B      ,False,557
4103,M07A      ,False,558
4104,M07A      ,False,559
4105,M07A      ,False,560
4106,M07A      ,False,561
4107,M07A      ,False,562
4108,M07A      ,False,563
4109,M07A      ,False,564
4110,M07A      ,False,565
4111,M07A      ,False,566
4112,M07A      ,False,567
4113,M07A      ,False,568
4114,M07A      ,False,569
4115,M07B      ,False,570
4116,M07B      ,False,571
4117,M07B      ,False,572
4118,M07B      ,False,573
4119,M07B      ,False,574
4120,M07B      ,False,575
4121,M07B      ,False,576
4122,M07B      ,False,577
4123,M07B      ,False,578
4124,M07B      ,False,579
4125,M07B      ,False,580
1256,M17B      ,False,581
1257,M17B      ,False,582
1258,M17B      ,False,583
1259,M17B      ,False,584
1260,M17B      ,False,585
1261,M17B      ,False,586
1262,M17B      ,False,587
1263,M17B      ,False,588
1264,M17B      ,False,589
1265,M17B      ,False,590
1266,M17B      ,False,591
1267,M17B      ,False,592
1268,M17B      ,False,593
1269,M17B      ,False,594
1270,M17B      ,False,595
1271,M17B      ,False,596
1272,M17B      ,False,597
1273,M17B      ,False,598
1274,M17B      ,False,599
1275,M17B      ,False,600
1276,M17B      ,False,601
1277,M17B      ,False,602
1278,M17B      ,False,603
1279,M17C      ,False,604
1280,M17C      ,False,605
1281,M17C      ,False,606
1282,M17C      ,False,607
1283,M17C      ,False,608
1284,M17C      ,False,609
1285,M17C      ,False,610
1286,M17C      ,False,611
1287,M17C      ,False,612
1288,M17C      ,False,613
1289,M17C      ,False,614
1290,M17C      ,False,615
1291,M17C      ,False,616
1292,M17D      ,False,617
1293,M17D      ,False,618
1294,M17D      ,False,619
1295,M17D      ,False,620
1296,M17D      ,False,621
1297,M17D      ,False,622
1298,M17D      ,False,623
1299,M17D      ,False,624
1300,M17D      ,False,625
1301,M17E      ,False,626
1302,M17E      ,False,627
1303,M17E      ,False,628
1304,M17E      ,False,629
1305,M17E      ,False,630
1306,M17E      ,False,631
1307,M17E      ,False,632
1308,M17E      ,False,633
1309,M17E      ,False,634
1310,M17E      ,False,635
1311,M17E      ,False,636
1312,M17E      ,False,637
1313,M17E      ,False,638
1314,M17E      ,False,639
1315,M17E      ,False,640
1316,M17E      ,False,641
1317,M17E      ,False,642
1318,M17E      ,False,643
1319,M17E      ,False,644
1320,M17E      ,False,645
1321,M17E      ,False,646
1322,M17E      ,False,647
1323,M17E      ,False,648
1324,M17E      ,False,649
1325,M17E      ,False,650
1326,M17E      ,False,651
1327,M17E      ,False,652
1328,M17E      ,False,653
1329,M17E      ,False,654
1330,M17E      ,False,655
1331,M17E      ,False,656
1332,M17F      ,False,657
1333,M18A      ,False,658
1334,M18A      ,False,659
1335,M18A      ,False,660
1336,M18A      ,False,661
1337,M18A      ,False,662
1338,M18A      ,False,663
1339,M18A      ,False,664
1340,M18A      ,False,665
1341,M18A      ,False,666
1342,M18A      ,False,667
1343,M18A      ,False,668
1344,M18A      ,False,669
1375,M18C      ,False,670
1376,M18C      ,False,671
1377,M18C      ,False,672
1378,M18C      ,False,673
1379,M18C      ,False,674
1380,M18C      ,False,675
1381,M18C      ,False,676
1382,M18C      ,False,677
1383,M18C      ,False,678
1384,M19A      ,False,679
1385,M19A      ,False,680
1386,M19A      ,False,681
1387,M19A      ,False,682
1388,M19A      ,False,683
1389,M19A      ,False,684
1390,M19A      ,False,685
1391,M19A      ,False,686
1392,M19A      ,False,687
1393,M19A      ,False,688
1394,M19A      ,False,689
1395,M19A      ,False,690
1396,M19A      ,False,691
1397,M19A      ,False,692
1398,M19A      ,False,693
1399,M19A      ,False,694
1400,M19A      ,False,695
1401,M19A      ,False,696
1402,M19A      ,False,697
1403,M19A      ,False,698
1404,M19A      ,False,699
1405,M19A      ,False,700
1406,M19A      ,False,701
1407,M19B      ,False,702
1408,M19B      ,False,703
1409,M19B      ,False,704
1410,M19B      ,False,705
1411,M19B      ,False,706
1412,M19B      ,False,707
1413,M19B      ,False,708
1414,M19B      ,False,709
1415,M19B      ,False,710
1416,M19B      ,False,711
1417,M19B      ,False,712
1418,M19B      ,False,713
1419,M19C      ,False,714
1420,M19C      ,False,715
1421,M19C      ,False,716
1422,M19C      ,False,717
1423,M19C      ,False,718
1424,M19C      ,False,719
1425,M19C      ,False,720
1426,M19C      ,False,721
1427,M19C      ,False,722
1428,M19C      ,False,723
1429,M19C      ,False,724
1430,M19C      ,False,725
1431,M19C      ,False,726
1432,M19C      ,False,727
1433,M19C      ,False,728
1434,M19C      ,False,729
1435,M19C      ,False,730
1436,M19C      ,False,731
1437,M19C      ,False,732
1438,M19C      ,False,733
1439,M19C      ,False,734
1440,M19C      ,False,735
1441,M19C      ,False,736
1442,M19C      ,False,737
1443,M19C      ,False,738
1444,M19C      ,False,739
1445,M19C      ,False,740
1446,M19C      ,False,741
1447,M19C      ,False,742
1448,M19C      ,False,743
1449,M20A      ,False,744
1450,M20A      ,False,745
1451,M20A      ,False,746
1452,M20A      ,False,747
1453,M20A      ,False,748
1454,M20A      ,False,749
1455,M20A      ,False,750
1456,M20A      ,False,751
1457,M20A      ,False,752
1458,M20A      ,False,753
1459,M20A      ,False,754
1460,M20A      ,False,755
1461,M20A      ,False,756
1462,M20A      ,False,757
1463,M20B      ,False,758
1464,M20B      ,False,759
1465,M20B      ,False,760
1466,M20B      ,False,761
1467,M20B      ,False,762
1468,M20B      ,False,763
1469,M20B      ,False,764
1470,M20B      ,False,765
1471,M20B      ,False,766
1472,M20C      ,False,767
1473,M20C      ,False,768
1474,M20C      ,False,769
1475,M20C      ,False,770
1476,M20C      ,False,771
1477,M20C      ,False,772
1478,M20C      ,False,773
1479,M20C      ,False,774
2660,NE05      ,False,775
2661,NE05      ,False,776
2662,NE05      ,False,777
2663,NE05      ,False,778
2664,NE05      ,False,779
2665,NE07      ,False,780
2666,NE07      ,False,781
2667,NE05      ,False,782
2668,NE05      ,False,783
2669,NE07      ,False,784
2670,NE05      ,False,785
2671,NE05      ,False,786
2672,NE05      ,False,787
2673,NE05      ,False,788
2674,NE05      ,False,789
2675,NE05      ,False,790
2676,NE05      ,False,791
2677,NE05      ,False,792
2678,NE05      ,False,793
2679,NE05      ,False,794
2680,NE05      ,False,795
2681,NE05      ,False,796
2682,NE05      ,False,797
2683,NE05      ,False,798
2684,NE05      ,False,799
2685,NE05      ,False,800
2686,NE05      ,False,801
2687,NE05      ,False,802
2688,NE05      ,False,803
2689,NE05      ,False,804
2690,NE07      ,False,805
2691,NE05      ,False,806
2692,NE05      ,False,807
2693,NE05      ,False,808
2694,NE05      ,False,809
2695,NE05      ,False,810
2696,NE05      ,False,811
2697,NE05      ,False,812
2698,NE05      ,False,813
2699,NE05      ,False,814
2700,NE05      ,False,815
2701,NE05      ,False,816
2702,NE05      ,False,817
2703,NE05      ,False,818
2704,NE05      ,False,819
2705,NE05      ,False,820
2706,NE05      ,False,821
2707,NE09      ,False,822
2708,NE09      ,False,823
2709,NE09      ,False,824
2710,NE09      ,False,825
2711,A14       ,False,826
2711,C57       ,False,827
2711,NE09      ,False,828
2711,U37       ,False,829
2712,NE09      ,False,830
2713,NE09      ,False,831
2714,C17       ,False,832
2714,NE10      ,False,833
2715,NE10      ,False,834
2716,NE11      ,False,835
2717,NE10      ,False,836
2718,NE09      ,False,837
2719,NE11      ,False,838
2720,NE11      ,False,839
2721,NE10      ,False,840
2722,NE10      ,False,841
2723,NE09      ,False,842
2724,NE10      ,False,843
2725,NE11      ,False,844
2726,NE11      ,False,845
2727,NE09      ,False,846
2728,NE09      ,False,847
2729,NE11      ,False,848
2730,NE11      ,False,849
2731,NE10      ,False,850
2732,NE11      ,False,851
2733,NE11      ,False,852
2734,NE11      ,False,853
2735,NE09      ,False,854
2736,NE10      ,False,855
2737,NE11      ,False,856
2738,NE10      ,False,857
2739,NE11      ,False,858
2740,NE11      ,False,859
2741,NE11      ,False,860
2742,NE10      ,False,861
2743,NE11      ,False,862
2744,NE09      ,False,863
2745,NE11      ,False,864
2746,NE09      ,False,865
2747,NE09      ,False,866
2748,NE10      ,False,867
2749,NE11      ,False,868
2750,NE10      ,False,869
2751,NE11      ,False,870
2752,NE09      ,False,871
2753,NE10      ,False,872
2754,NE11      ,False,873
4126,M07B      ,False,874
4127,M07B      ,False,875
4128,M07B      ,False,876
4129,M07B      ,False,877
4130,M07B      ,False,878
4131,M07B      ,False,879
4132,M07B      ,False,880
4133,M07B      ,False,881
4134,M07B      ,False,882
4135,M07B      ,False,883
4136,M07B      ,False,884
4137,M07B      ,False,885
4138,M07B      ,False,886
4139,M07B      ,False,887
4140,M07B      ,False,888
4141,M07B      ,False,889
4142,M07B      ,False,890
4143,M07B      ,False,891
4144,M07B      ,False,892
4145,M07B      ,False,893
4146,M07B      ,False,894
4147,M07B      ,False,895
4148,M07B      ,False,896
4149,M08A      ,False,897
4150,M08A      ,False,898
4151,M08A      ,False,899
4152,M08A      ,False,900
4153,M08A      ,False,901
4154,M08A      ,False,902
4155,M08A      ,False,903
4156,M08A      ,False,904
4157,M08A      ,False,905
4158,M08A      ,False,906
4159,M08A      ,False,907
4160,M08A      ,False,908
4161,M08B      ,False,909
4162,M08B      ,False,910
4163,M08B      ,False,911
4164,M08B      ,False,912
4165,M08B      ,False,913
4166,M08B      ,False,914
4167,M08B      ,False,915
4168,M08B      ,False,916
4169,M08B      ,False,917
4170,M08B      ,False,918
4171,M08B      ,False,919
4172,M08B      ,False,920
4173,M08B      ,False,921
4174,M08B      ,False,922
4175,M08B      ,False,923
4176,M08B      ,False,924
4177,M08B      ,False,925
4178,M08B      ,False,926
4179,M08B      ,False,927
4180,M08B      ,False,928
4181,M08B      ,False,929
4182,M08B      ,False,930
4183,M08B      ,False,931
4184,M08B      ,False,932
4185,M08B      ,False,933
4186,M09A      ,False,934
2755,NE11      ,False,935
2756,NE09      ,False,936
2757,NE09      ,False,937
2758,NE10      ,False,938
2759,NE11      ,False,939
2760,NE11      ,False,940
2761,NE09      ,False,941
2762,NE09      ,False,942
2763,NE09      ,False,943
2764,NE09      ,False,944
2765,NE09      ,False,945
2766,NE10      ,False,946
2767,NE10      ,False,947
2768,NE10      ,False,948
2769,NE09      ,False,949
2770,NE09      ,False,950
2771,NE11      ,False,951
2772,NE11      ,False,952
2774,NE11      ,False,953
2775,NE09      ,False,954
2776,NE09      ,False,955
2777,NE05      ,False,956
2778,NE03      ,False,957
2779,A36       ,False,958
2779,C58       ,False,959
2779,NE12      ,False,960
2779,U77       ,False,961
2780,NE12      ,False,962
2781,NE12      ,False,963
2782,NE12      ,False,964
2783,NE12      ,False,965
2784,NE12      ,False,966
2785,NE12      ,False,967
2786,NE12      ,False,968
2787,NE12      ,False,969
2788,NE12      ,False,970
2789,NE12      ,False,971
2790,NE12      ,False,972
2791,NE12      ,False,973
2792,A30       ,False,974
2792,NE12      ,False,975
2792,U57       ,False,976
2793,NE12      ,False,977
2794,NE12      ,False,978
2795,NE12      ,False,979
2796,NE12      ,False,980
2797,NE12      ,False,981
2798,NE12      ,False,982
2799,NE12      ,False,983
2800,NE12      ,False,984
2801,NE12      ,False,985
2802,NE12      ,False,986
2807,A11       ,False,987
2807,C14       ,False,988
2807,NE13P     ,False,989
2807,U32       ,False,990
2808,NE13P     ,False,991
2809,NE13P     ,False,992
2810,A54       ,False,993
2810,C10       ,False,994
2810,NE13P     ,False,995
2810,U55       ,False,996
2812,A06       ,False,997
2812,NE13P     ,False,998
2812,U24       ,False,999
2818,NE13P     ,False,1000
2819,U06       ,False,1001
2829,A33       ,False,1002
2829,U109      ,False,1003
2832,A07       ,False,1004
2832,U92       ,False,1005
2833,A26       ,False,1006
2833,C56       ,False,1007
2833,U141      ,False,1008
2836,A32       ,False,1009
2836,C32       ,False,1010
2836,U61       ,False,1011
2837,A42       ,False,1012
2837,C46       ,False,1013
2837,U101      ,False,1014
2843,U120      ,False,1015
2854,C55       ,False,1016
2854,U138      ,False,1017
4187,M09A      ,False,1018
4188,M09A      ,False,1019
4189,M09B      ,False,1020
4190,M09B      ,False,1021
4191,M09B      ,False,1022
4192,M09B      ,False,1023
4193,M09B      ,False,1024
4194,M09B      ,False,1025
4195,M09B      ,False,1026
4196,M09B      ,False,1027
4197,M09B      ,False,1028
4198,M09B      ,False,1029
4199,M09B      ,False,1030
4200,M09B      ,False,1031
4201,M09B      ,False,1032
4202,M09B      ,False,1033
4203,M09B      ,False,1034
4204,M09B      ,False,1035
4205,M09B      ,False,1036
4206,M09B      ,False,1037
4207,M09B      ,False,1038
4208,M09B      ,False,1039
4209,M09B      ,False,1040
4210,M09B      ,False,1041
4211,M09B      ,False,1042
4212,M09B      ,False,1043
4213,M09B      ,False,1044
4214,M09B      ,False,1045
4215,M09B      ,False,1046
4216,M09B      ,False,1047
4217,M09B      ,False,1048
4218,M09B      ,False,1049
4219,M09B      ,False,1050
4220,M09B      ,False,1051
4221,M09B      ,False,1052
4222,M09B      ,False,1053
4223,M09B      ,False,1054
4224,M09B      ,False,1055
4225,M09B      ,False,1056
4226,M09B      ,False,1057
4227,M09B      ,False,1058
4228,M09B      ,False,1059
4229,M09B      ,False,1060
4230,M09B      ,False,1061
4231,M09B      ,False,1062
4232,M09B      ,False,1063
4233,M09B      ,False,1064
4234,M09B      ,False,1065
4235,M09B      ,False,1066
4236,M09B      ,False,1067
4237,M09B      ,False,1068
4238,M09B      ,False,1069
4239,M09B      ,False,1070
4240,M09C      ,False,1071
4241,M09B      ,False,1072
4242,M09C      ,False,1073
